ID,3大都市圏か否か,世帯人員,就業人員,住居の所有関係,就業・非就業の別,年齢階級（5歳階級）,年齢階級（65歳未満か否か）,集計用乗率,年間収入（円）,消費支出額（合計）,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出
A234,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,081,591","210,157","56,482","17,576","16,743","3,887","4,386","5,312","30,935",0,"30,525","44,309"
A235,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,498,898","318,060","37,180","9,630","11,388","5,023","2,105","1,031","109,913",0,"33,521","108,264"
A236,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,220,833","280,446","36,385",269,"15,170","8,331","5,960","13,914","85,712",0,"24,266","90,435"
A237,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,245,832","198,971","52,094",379,"12,260","15,482","3,207","7,055","56,800",0,"5,692","45,999"
A238,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,117,826","125,859","47,475",598,"9,616","6,140","6,445","11,868","14,390",0,"10,529","18,794"
A239,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,279,099","198,711","31,258","1,748","17,395","8,417","11,773",866,"32,735",0,"8,598","85,916"
A240,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,335,017","398,365","42,781","1,936","11,601","48,671",824,"11,663","223,700",0,"8,215","48,969"
A241,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,263,906","587,922","33,683","3,077","13,986","4,638",643,"17,346","22,952",0,"35,704","455,890"
A242,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,037,776","168,892","61,979","2,552","23,916","4,682","9,717","6,197","9,699",0,"32,868","17,278"
A243,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,916,279","144,411","49,306","6,634","8,882","20,976","3,073",468,"12,961",0,"6,562","35,546"
A244,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,976,263","197,003","50,979","5,200","16,354","2,702","19,900","4,771","3,111",0,"28,028","65,953"
A245,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,850,572","338,580","46,293","1,760","11,109","42,028","22,790","2,341","149,927",0,"33,744","28,585"
A246,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,430,541","260,487","44,700","5,525","16,143","2,137","17,179",972,"6,166",0,"66,493","101,168"
A247,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,190,348","241,189","53,984",622,"13,291","8,392","1,007","4,126","67,430",0,"43,525","48,809"
A248,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,196,599","214,269","49,195","5,108","9,277","44,507","43,726","14,449","11,948",0,"8,873","27,181"
A249,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,301,877","119,868","50,403",82,"12,400","4,240","4,493","4,880","3,669",0,"23,776","15,922"
A250,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,308,326","198,247","56,318",578,"15,568","14,783","6,437","13,650","5,528",0,"8,436","76,944"
A251,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,189,934","216,333","51,277","6,085","12,469","7,564","32,115","25,282","2,978",0,"6,889","71,669"
A252,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,469,281","274,485","54,509","84,711","10,312","2,975",998,"5,298","6,654",0,"39,015","70,009"
A253,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,130,464","289,093","58,602",380,"14,959","3,949","13,681","1,247","62,089",0,"36,186","97,996"
A254,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,205,826","220,900","37,316","56,550","13,371","3,875","14,379","22,469","31,997",0,"25,576","15,362"
A255,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,281,710","444,666","55,079",493,"11,011","7,337","11,056","13,873","4,143",0,"29,746","311,924"
A256,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,551,663","194,993","53,240","3,020","16,348","9,469","26,607","4,034","11,690",0,"21,182","49,399"
A257,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,269,085","277,934","85,054",410,"21,342","4,230","12,120","17,547","8,204",0,"31,699","97,324"
A258,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,846,731","243,847","53,589","6,369","15,179","3,872","7,663","1,002","18,827",0,"36,035","101,307"
A259,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,170,080","178,944","46,044","7,748","19,168","4,376","4,835","3,422","34,562",0,"31,413","27,371"
A260,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,362,948","236,182","59,592","54,393","15,422","1,482","28,760","3,305","14,500",0,"19,715","39,009"
A261,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,274,920","310,083","55,689",311,"22,923","63,744","16,808","33,379","24,526",0,"1,555","91,144"
A262,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,205,232","257,033","58,286",694,"29,184","14,738","3,320","3,333","12,964",0,"23,634","110,876"
A263,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,468,129","204,196","41,376",576,"14,525","7,205","11,316","19,044","4,219",0,"46,432","59,497"
A264,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,928,109","169,132","62,369",419,"12,845","2,105","13,782","2,314","52,062",0,"12,433","10,797"
A265,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,964,805","345,825","75,416","5,190","20,650","3,134","8,026","86,172","51,594",0,"13,660","81,979"
A266,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,069,737","573,828","92,468",389,"26,735","2,354","6,124","20,311","14,879",0,"53,905","356,660"
A267,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,393,299","255,555","49,623",83,"15,476","1,183","14,480","8,780","16,525",0,"96,620","52,780"
A268,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,637,702","224,595","68,810","32,127","23,642","1,238","1,611","13,496","31,835",0,"8,520","43,310"
A269,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,358,195","284,724","53,551","6,906","12,035","19,348","22,609","11,922","5,419",0,"31,528","121,401"
A270,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,602,516","231,764","37,054","8,483","7,650","3,899","24,952","2,612","9,147",0,"27,771","110,191"
A271,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,380,768","433,736","34,571","14,499","24,236","5,698","136,394","44,246",932,0,"26,884","146,272"
A272,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,215,518","141,166","31,750","11,430","21,709","9,740","14,950","2,280","21,623",0,"22,342","5,338"
A273,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,592,192","266,129","41,918","3,315","20,347","8,970","76,585","1,247","10,140",0,"11,594","92,008"
A274,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,540,162","265,241","54,781",172,"12,587","38,527","68,667","15,329","28,421",0,"17,612","29,141"
A275,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,657,517","447,664","43,290",74,"20,956","3,463","5,332","2,264","193,176",0,"10,372","168,732"
A276,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,718,472","225,336","41,734","10,042","13,041","4,813","5,899","23,393","1,882",0,"41,957","82,570"
A277,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,478,701","104,156","40,275","3,381","12,830","5,836","2,591","4,781","8,320",0,"3,380","22,759"
A278,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,013,418","638,323","34,138","4,613","22,272","17,359","20,661","29,970","17,302",0,"16,698","475,307"
A279,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,752,148","560,670","60,610","14,310","23,288","13,621","2,669","5,297","310,506",0,"48,845","81,521"
A280,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,245,461","292,906","60,961","38,106","15,800","6,915","2,779","12,030","14,233",0,"19,747","122,332"
A281,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,126,008","343,530","37,110","4,057","16,942","4,142","12,307","13,864","15,067",0,"44,578","195,458"
A282,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,422,857","153,481","41,321",142,"11,325","5,657","9,033","4,059","31,030",0,"16,998","33,914"
A283,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,264,541","170,973","49,299",41,"13,303","9,091","11,888","42,964",789,0,"27,409","16,186"
A284,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,284,027","369,922","50,982","7,020","10,750","7,104","17,868","2,183","119,690",0,"17,571","136,750"
A285,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,244,144","260,399","25,875",398,"13,976","7,616","7,294","6,271","9,255",0,"7,419","182,292"
A286,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,081,613","292,265","66,294",287,"18,646","2,383","8,026","28,219","59,147",0,"36,993","72,267"
A287,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,881,707","297,490","44,914",704,"20,079","7,694","8,020","4,135","156,120",0,"14,098","41,723"
A288,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,397,784","193,848","52,467",693,"21,103","13,906","54,167",714,"3,375",0,"12,367","35,051"
A289,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,177,609","405,270","68,221","10,910","18,493","6,009","4,643","5,616","107,373",0,"99,738","84,264"
A290,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,413,281","169,554","56,073","1,293","33,335","11,560","1,580","5,338","8,040",0,"9,912","42,419"
A291,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,417,763","499,112","45,961",83,"19,502","2,600","4,924","9,600","384,278",0,"11,580","20,579"
A292,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,081,769","260,228","55,889","3,227","15,565","12,834","4,524","18,533","20,773",0,"32,267","96,611"
A293,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,325,042","269,077","52,811",182,"13,456","1,819","1,323","1,347","19,806",0,"18,614","159,715"
A294,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,941,600","295,374","85,871","1,767","24,166","3,210","22,606","14,893","83,187",0,"4,248","55,422"
A295,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,578,108","264,550","55,233","15,753","18,028","1,616","15,672","14,743","2,785",0,"21,273","119,443"
A296,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,328,702","246,422","53,629",372,"18,094",671,"11,155","3,996","11,126",0,"49,491","97,884"
A297,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,145,566","284,371","34,148",208,"7,970","4,874","19,879","1,040","14,186",0,"48,797","153,265"
A298,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,959,670","205,590","54,302",782,"11,192","8,211","9,022","3,890","32,702",0,"39,824","45,662"
A299,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,344,520","656,087","46,065",366,"19,723","6,543","4,404","1,468","24,274",0,"39,761","513,479"
A300,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,103,738","191,882","50,887","7,332","16,883","5,917","35,124","2,553","16,626",0,"43,298","13,256"
A301,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,474,806","151,669","37,805",596,"12,706","19,743","9,310","5,073","41,224",0,"4,533","20,676"
A302,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"5,701,674","264,383","123,994",982,"32,753","10,849","4,911","8,945","17,372",0,"24,690","39,883"
A303,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,571.9666667,"4,969,351","152,221","55,059","2,231","13,393","3,749","12,444","1,280","7,176",0,"4,957","51,927"
A304,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"6,282,389","289,210","45,212","28,507","9,230","68,782","3,437","15,471","25,422",0,"44,955","48,192"
A305,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,546,353","341,895","43,229","6,813","28,386","9,697","3,111","16,321","203,576",0,"5,954","24,805"
A306,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,227,384","130,364","41,205","2,979","14,860","1,582","4,884","5,449","37,363",0,"8,047","13,991"
A307,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,469,001","365,909","91,608","16,257","27,963","2,939","3,451","27,842","44,672",0,"79,111","72,062"
A308,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,709,954","298,955","59,373","8,189","20,101","2,873","2,753","26,334","33,451",0,"65,843","80,034"
A309,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,668,749","247,314","48,633","10,467","18,946","11,739","6,548","21,535","25,385",0,"9,719","94,338"
A310,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,572,614","291,092","48,908",365,"13,362","10,950","186,099","6,375","5,146",0,"6,984","12,897"
A311,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,989,124","484,430","75,666","3,440","21,763","1,198","32,192","24,873","290,247",0,"26,041","9,007"
A312,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,401,641","198,204","40,132","6,562","7,850","7,798","1,386","8,302","5,430",0,"38,102","82,639"
A313,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,702,591","227,564","68,456",338,"23,903","2,528","5,339","17,431","3,388",0,"4,671","101,506"
A314,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,425,495","182,532","59,171","57,422","10,969","5,177","5,567","16,948","8,181",0,"6,066","13,028"
A315,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"6,457,975","211,260","69,124",364,"18,234","28,000","11,679","3,156","35,853",0,"22,404","22,442"
A316,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,751,881","331,019","45,505","104,425","12,556","4,934","55,637","49,564","11,423",0,"14,430","32,541"
A317,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,708,448","190,187","77,392","1,578","20,642","3,071",236,"10,007","10,160",0,"30,923","36,175"
A318,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,316,438","372,323","46,728","7,601","14,677","9,224","3,977","21,914","12,064",0,"12,341","243,793"
A319,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,536,543","182,228","51,779","2,631","12,654","36,085","4,064","5,866",778,0,"34,757","33,609"
A320,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,557,268","276,531","28,814","16,018","8,642","87,310","17,136",487,"29,098",0,"57,299","31,724"
A321,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,427,414","254,224","58,625","1,468","16,634","15,267","1,403","4,351","20,991",0,"84,217","51,263"
A322,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,373,606","242,727","41,980","63,550","20,066","10,622","11,224","27,871",587,0,"39,990","26,831"
A323,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,793,144","253,711","38,468","1,291","7,999","10,184","47,257","16,752","4,335",0,"82,271","45,150"
A324,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,973,719","203,811","62,411","1,415","23,757","3,015",944,"14,855","16,308",0,"19,642","61,461"
A325,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,592,556","167,116","47,414","13,541","15,117","4,254","2,625","2,552","2,624",0,"25,172","53,813"
A326,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,886,060","187,175","72,087",572,"20,422","1,394",248,"7,908","11,590",0,"10,092","62,858"
A327,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,912,565","257,729","61,216","6,075","19,104","2,009","8,726","5,207","53,264",0,"26,224","75,899"
A328,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,557,863","174,792","59,812","24,020","16,560","9,935","2,263","4,121","17,457",0,"19,066","21,554"
A329,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,140,695","262,652","31,738","14,197","21,968","3,583","1,574","8,017","106,937",0,"42,780","31,854"
A330,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"4,977,615","282,086","101,487","5,293","34,077","12,608","20,241","29,525",643,0,"11,253","66,955"
A331,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,090,959","283,160","51,033","7,884","13,593","23,382","31,095","75,596","22,504",0,"37,050","21,021"
A332,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"6,234,749","134,848","29,696",593,"12,447","7,047",773,"16,957","47,771",0,"7,075","12,485"
A333,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,738,639","261,319","65,414","5,877","18,691","16,869","7,881","3,170","2,851",0,"26,291","114,271"
A334,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,602,467","125,956","44,411",261,"22,197","2,645",955,"10,026","29,059",0,"7,556","8,841"
A335,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,387,367","334,107","50,987","66,704","11,288","2,628","45,677","33,331","18,697",0,"2,783","102,009"
A336,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"6,062,254","441,926","54,219","13,567","16,581","6,348","21,005","10,842","238,131",0,"61,396","19,833"
A337,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,497,336","306,141","45,261","6,485","21,355","9,110","15,369","19,340","11,718",0,"136,815","40,685"
A338,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,521,709","354,718","54,674","51,332","33,328","11,581","7,538","107,976","30,238",0,"36,916","21,133"
A339,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"6,076,284","143,095","48,289","4,111","10,844","16,036","6,633","14,137","4,106",0,"26,655","12,280"
A340,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,818,408","217,028","55,451","6,277","21,510","7,048","63,070","8,372","13,484",0,"26,044","15,767"
A341,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,449,645","215,797","60,518","1,672","18,600","11,046","12,808","5,943","3,853",0,"8,394","92,958"
A342,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"6,093,624","249,751","84,121","6,062","23,020","2,939","38,814","12,541","5,643",0,"55,217","21,390"
A343,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,389,587","182,488","42,796","4,281","36,058","1,921","1,838","11,207","37,139",0,"8,203","39,041"
A344,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"6,209,655","391,646","76,141","1,675","19,479",865,"42,554","35,192","102,870",0,"88,427","24,439"
A345,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"6,255,411","331,498","34,651","108,071","13,128","30,915","6,373","16,767","24,480",0,"55,152","41,957"
A346,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,236,688","188,399","27,121","3,628","9,828","9,720",925,"6,252","5,754",0,"6,937","118,230"
A347,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"4,852,912","355,714","39,323",641,"13,768","6,421","7,150","22,961","9,260",0,"108,797","147,389"
A348,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,470,874","220,549","37,675",600,"32,827","3,850","4,778","2,495","11,548",0,"30,339","96,433"
A349,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"6,139,386","340,492","80,268","13,260","22,646","9,723","16,037","18,169","11,392",0,"118,156","50,837"
A350,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"6,010,055","353,163","38,692","6,329","6,606","28,589","1,906","8,407","178,032",0,"41,271","43,326"
A351,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,638,743","342,770","67,297","10,652","32,350","15,852","46,786","6,663","76,765",0,"25,053","61,348"
A352,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"6,454,210","309,594","51,926","5,063","11,360","2,940","11,944","9,876","1,871",0,"177,645","36,965"
A353,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,540,176","356,542","52,250","109,337","12,663","10,797","25,707","26,131","41,850",0,"34,373","43,431"
A354,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"6,207,841","141,839","62,376",281,"24,146","2,664","3,784","15,044","5,186",0,"12,190","16,164"
A355,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,811,048","257,412","83,628","3,753","20,388","1,470",932,"24,929","29,740",0,"75,518","17,049"
A356,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,836,624","278,816","32,784","8,968","10,791","11,831","12,445","4,104","12,632",0,"139,866","45,391"
A357,0_3大都市圏以外,2_2人,1_1人以下,1_持ち家,1_就業,9_65歳以上,2_65歳以上,584.6348485,"5,444,510","268,293","94,807","1,178","22,487","33,920","7,630","6,551","50,345",0,"21,986","29,384"
