ID,世帯人員,就業人員,居住地域,住居の所有関係,就業・非就業の別,企業規模,未既婚,子ども有無,年齢階級（5歳階級）,年齢階級（65歳未満か否か）,集計用乗率,年間収入,消費支出額,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出,１ヶ月平均CM視聴率,CM視聴率の高低,割付（A/B）,購入意向
D114,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5602467,125956,44411,261,22197,2645,955,10026,29059,0,7556,8841,17.1,高視聴率層,B,4
D115,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5387367,334107,50987,66704,11288,2628,45677,33331,18697,0,2783,102009,14.7,高視聴率層,B,4
D116,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,6062254,441926,54219,13567,16581,6348,21005,10842,238131,0,61396,19833,16.7,高視聴率層,B,3
D117,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5497336,306141,45261,6485,21355,9110,15369,19340,11718,0,136815,40685,12.7,中・低視聴率層,B,2
D118,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5818408,217028,55451,6277,21510,7048,63070,8372,13484,0,26044,15767,3.8,中・低視聴率層,A,1
D119,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,6093624,249751,84121,6062,23020,2939,38814,12541,5643,0,55217,21390,16.4,高視聴率層,A,1
D120,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,6209655,391646,76141,1675,19479,865,42554,35192,102870,0,88427,24439,14.3,高視聴率層,A,2
D121,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5236688,188399,27121,3628,9828,9720,925,6252,5754,0,6937,118230,16.9,高視聴率層,A,2
D122,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,6139386,340492,80268,13260,22646,9723,16037,18169,11392,0,118156,50837,4.7,中・低視聴率層,A,1
D123,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5638743,342770,67297,10652,32350,15852,46786,6663,76765,0,25053,61348,15.7,高視聴率層,B,4
D124,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,6454210,309594,51926,5063,11360,2940,11944,9876,1871,0,177645,36965,1.9,中・低視聴率層,B,5
D125,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5836624,278816,32784,8968,10791,11831,12445,4104,12632,0,139866,45391,15.6,高視聴率層,A,3
D126,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5693188,278867,43740,11971,31715,5719,1460,16359,1738,0,127618,38542,8,中・低視聴率層,A,2
D127,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5557572,299807,41123,57110,23992,9600,1235,9285,2603,0,37409,117446,19.5,高視聴率層,A,2
D128,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5426173,223770,55697,1534,12431,21658,2249,3669,13809,0,25053,87665,6.1,中・低視聴率層,B,3
D129,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5786083,435281,27866,13168,9765,3416,60466,13892,6344,0,83918,216443,17.1,高視聴率層,B,5
D130,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5697876,215167,35607,17422,7945,48807,3469,3446,7110,0,23419,67938,15.1,高視聴率層,B,4
D131,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5706068,270549,43705,6599,8121,16963,134486,3757,12833,0,15797,28284,15.8,高視聴率層,B,2
D132,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5567151,131756,39001,1155,13915,11237,27194,433,8999,0,4265,25552,16.3,高視聴率層,B,5
D133,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5441618,202718,105657,14192,22293,9868,3697,4498,838,0,22747,18924,16.5,高視聴率層,A,3
D134,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5986813,224972,34183,669,13781,8681,5016,7111,65907,0,42387,47233,2.3,中・低視聴率層,B,4
D135,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5732565,220894,30512,1965,8032,1087,2908,13413,37131,0,18444,107398,19.8,高視聴率層,A,1
D136,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5649948,124080,43526,14453,11278,869,11852,1157,18416,0,10774,11750,17.6,高視聴率層,B,4
D137,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5912343,245694,31016,20741,13706,3019,13974,8109,17268,0,41179,96679,17.2,高視聴率層,B,1
D138,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5811086,237092,52778,1439,9880,4074,9292,3368,36835,0,21730,97691,6.2,中・低視聴率層,A,3
D139,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,6159825,326845,114319,11996,39637,9427,1225,114916,4096,0,9723,21502,14.8,高視聴率層,A,5
D140,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5786007,262653,53875,54,19758,42340,6918,27230,56117,0,33252,23105,14.7,高視聴率層,A,3
D141,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5418640,157864,31006,309,25583,3482,1818,43774,1083,0,11283,39522,16.3,高視聴率層,B,3
D142,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5468232,277467,45092,514,14372,9573,3026,12188,2829,0,18558,171311,15.1,高視聴率層,A,4
D143,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5736604,207330,46147,2036,13030,2789,4385,17042,9018,0,92062,20816,14,高視聴率層,A,1
D144,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5488579,191460,62355,2585,25068,5590,247,7871,15242,0,19453,53044,8.2,中・低視聴率層,B,5
D145,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,6521909,323566,46307,17843,7446,4491,26437,7631,44123,0,132583,36702,14.1,高視聴率層,A,3
D146,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5675049,191325,45485,5024,15105,1474,11556,1539,5694,0,6671,98774,2.8,中・低視聴率層,B,3
D147,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5360450,204030,55908,24236,20119,3521,2115,19570,31422,0,39535,7602,2.5,中・低視聴率層,B,4
D148,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5588815,597758,49499,3474,14297,3712,5668,9322,6721,0,160776,344285,16.3,高視聴率層,A,5
D149,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5745038,163010,44831,6563,13089,1941,6941,20535,17517,0,5152,46435,16.5,高視聴率層,A,3
D150,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,6156070,160600,29229,55308,11469,2974,1015,28110,3912,0,4184,24394,17.5,高視聴率層,B,1
D151,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5126562,245603,40767,6341,17841,324,18489,37444,69999,0,37662,16732,5.5,中・低視聴率層,B,3
D152,2_2人,1_1人以下,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,584.6348485,5664493,241420,52768,92478,13239,2006,3723,5692,3469,0,6617,61425,7.3,中・低視聴率層,B,3
D153,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,568.7377049,3519413,115959,29890,38730,17412,4780,3458,152,8981,1288,3836,7428,14.8,高視聴率層,B,2
D154,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,568.7377049,3525126,163353,21897,55889,11459,822,754,587,29306,216,6326,36093,16.2,高視聴率層,B,2
D155,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,568.7377049,3300695,207949,56291,12817,12339,726,15626,12482,28697,34454,27177,7336,4.3,中・低視聴率層,A,2
D156,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,1_30歳未満,1_65歳未満,568.7377049,3278004,230487,66421,25905,27921,5550,8776,400,36245,873,10871,47521,13,中・低視聴率層,B,2
D157,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,568.7377049,3235508,190415,57271,20018,16958,2720,9474,11289,14210,503,4425,53542,16.3,高視聴率層,B,3
D158,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,568.7377049,3137093,174814,26124,80941,10344,8086,3197,1530,10578,20,13213,20775,15.7,高視聴率層,B,2
D159,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,568.7377049,3364138,140771,11821,36021,8455,2298,15186,6782,13899,344,6264,39695,17.2,高視聴率層,A,3
D160,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,1_30歳未満,1_65歳未満,568.7377049,3591698,165921,33233,23044,12351,6034,2450,12591,25878,32347,2530,15459,5.6,中・低視聴率層,A,2
D161,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,578.1666667,3478547,191367,21308,25824,6391,12131,19678,6938,9877,233,69495,19487,17.4,高視聴率層,A,5
D162,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,578.1666667,3627096,105780,25499,42299,12617,3346,7764,1171,4548,2198,2524,3811,13.5,中・低視聴率層,A,1
D163,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,2_30〜34歳,1_65歳未満,578.1666667,3856410,226180,31264,92253,11096,16588,18982,4817,14091,2987,26756,7342,8.8,中・低視聴率層,B,4
D164,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,578.1666667,3547803,170511,47532,61479,13611,2880,14338,416,4308,842,4582,20518,15.2,高視聴率層,B,4
D165,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,578.1666667,3796212,254601,39602,118305,11863,2014,1208,23229,2354,1178,20325,34518,16.2,高視聴率層,A,2
D166,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,578.1666667,3801740,190978,39601,15572,7715,2244,13914,6417,19213,189,56147,29963,5.6,中・低視聴率層,B,5
D167,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,578.1666667,3892139,152115,26503,79123,9100,5693,7287,460,3709,1188,5836,13212,17.9,高視聴率層,B,3
D168,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,2_30〜34歳,1_65歳未満,578.1666667,3801049,211329,33725,84110,8456,1204,9585,7639,23426,235,34399,8545,11.8,中・低視聴率層,A,3
D169,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,578.1666667,3448599,237145,41446,46515,13899,14341,21267,4842,4605,50,5534,84642,15.4,高視聴率層,A,2
D170,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,670.32,4542500,220367,76538,51151,19411,4019,2768,16109,9970,377,22655,17363,13.9,中・低視聴率層,A,1
D171,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,670.32,4192403,233530,15339,40841,11479,6324,2303,55150,6211,440,24195,71244,16.7,高視聴率層,B,3
D172,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,670.32,4722639,164372,19966,32321,11961,1303,1220,1478,37812,933,34694,22679,16.2,高視聴率層,B,3
D173,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,670.32,4383361,303336,39315,65273,11300,14249,7468,1047,90296,93,7258,67032,14,高視聴率層,A,1
D174,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,670.32,4682168,178074,34264,21447,13082,4373,3385,3380,20036,610,43439,34053,17.5,高視聴率層,B,3
D175,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,670.32,4548170,220927,37954,48983,15691,1299,1767,7259,64623,822,23071,19455,15.6,高視聴率層,A,5
D176,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,670.32,4405854,238087,45630,41053,9141,233,3610,1715,57806,340,10968,67586,14.4,高視聴率層,B,4
D177,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,670.32,4259654,184429,29282,21549,13197,4145,2164,2385,51680,58,16179,43787,16.3,高視聴率層,A,4
D178,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,670.32,4530654,156261,19121,28912,12876,500,6081,4631,8810,1777,48661,24887,13.7,中・低視聴率層,B,5
D179,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,670.32,4322360,219416,60024,63838,12420,4140,3039,9179,32794,314,16183,17481,16.3,高視聴率層,A,2
D180,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,670.32,4105904,146221,17791,21971,8744,16219,14937,1933,9250,289,37421,17662,14.7,高視聴率層,A,1
D181,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,670.32,4341544,248983,24090,55091,6146,5877,4495,50527,25706,1070,8411,67565,15.3,高視聴率層,B,4
D182,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,670.32,4257543,193558,22216,22040,7957,4988,13322,4024,72222,162,9239,37382,8.9,中・低視聴率層,A,2
D183,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,670.32,4344802,225652,49217,29008,11161,9505,9473,8515,58627,58,26190,23894,16.1,高視聴率層,B,5
D184,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,609.1126761,4585054,165687,25959,73237,10438,5378,5006,12045,7407,1738,7549,16927,17.9,高視聴率層,A,4
D185,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,609.1126761,4446392,179648,48701,19630,12158,9177,10031,1880,9878,954,17285,49950,5.1,中・低視聴率層,B,3
D186,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,609.1126761,4442368,167765,40588,49329,7887,2957,6985,1846,13333,1129,24413,19292,18.7,高視聴率層,B,4
D187,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,609.1126761,4607263,223324,31924,60059,11484,8831,11046,605,5694,3227,19644,70804,15.9,高視聴率層,A,3
D188,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,609.1126761,4367004,225984,41385,73319,11302,2285,2477,1486,26469,6725,5711,54821,15.8,高視聴率層,B,4
D189,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,609.1126761,4600867,170126,46776,23282,15205,7204,14233,11863,12058,4220,4385,30895,16.3,高視聴率層,A,1
D190,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,609.1126761,4081342,172233,35411,38461,13763,1448,2072,1486,31481,991,8513,38603,9.1,中・低視聴率層,A,5
D191,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,4_40〜44歳,1_65歳未満,609.1126761,4243847,330003,49879,41261,15169,3848,2189,1846,121180,43909,15548,35169,7.2,中・低視聴率層,B,2
D192,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,609.1126761,3923138,199821,34232,21686,13468,1258,3240,1581,45623,10256,45468,23004,16.9,高視聴率層,A,4
D193,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,609.1126761,4603554,214371,52672,34597,20203,2902,9761,1592,21677,1391,6154,63418,15.7,高視聴率層,B,5
D194,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,609.1126761,4396677,215470,37108,27997,15821,4921,6645,1347,80457,1950,2558,36662,16.3,高視聴率層,B,4
D195,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,609.1126761,4298925,183928,24636,22892,20188,3881,3609,833,65881,220,8584,33200,9.7,中・低視聴率層,B,4
D196,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,4_40〜44歳,1_65歳未満,609.1126761,4438547,118948,31599,24035,14886,1876,2816,4410,9540,90,16725,12967,6.4,中・低視聴率層,B,2
D197,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,609.1126761,4694756,285600,36884,17965,8559,4995,1625,37339,60714,7829,25153,84535,14.4,高視聴率層,B,3
D198,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,607.4461538,4279655,130998,30388,46257,22928,3493,3970,3432,5313,1274,8954,4986,14.3,高視聴率層,A,4
D199,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,607.4461538,4416465,125534,26866,31459,13148,2946,4770,14339,6275,872,5891,18965,18.4,高視聴率層,B,3
D200,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,607.4461538,4404983,187385,38255,13304,19519,1133,5834,2729,2018,733,30097,73759,14.4,高視聴率層,B,4
D201,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,607.4461538,4583161,247217,45095,51412,25851,4637,7065,1521,74546,496,21762,14830,16.8,高視聴率層,B,2
D202,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,607.4461538,4278878,210325,31575,28057,8155,3125,12653,1387,35726,33362,22309,33973,15.5,高視聴率層,B,2
D203,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,607.4461538,3788015,186751,23810,95241,12585,2002,25082,2781,2371,537,9524,12813,15.7,高視聴率層,A,3
D204,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,607.4461538,4045189,163672,18595,26763,13751,3043,4531,4342,2661,1203,70076,18703,12.8,中・低視聴率層,B,4
D205,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,5_45〜49歳,1_65歳未満,607.4461538,4274835,102287,21194,22761,13927,474,8605,940,6338,2007,1613,24423,4.6,中・低視聴率層,A,3
D206,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,613.5,4971024,165058,37265,25208,14315,2372,2166,4118,24156,1457,7750,46248,5,中・低視聴率層,A,5
D207,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,613.5,4878708,326651,43718,21364,6235,2039,31270,19142,12527,17,3320,187015,4.2,中・低視聴率層,B,3
D208,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,613.5,4323969,215655,30507,76282,10737,379,9100,4868,40327,13175,18188,12087,16.8,高視聴率層,B,4
D209,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,613.5,4981320,299717,45803,23831,12489,2912,8127,22781,36826,3369,15070,128506,14.6,高視聴率層,A,1
D210,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,613.5,5713638,164931,58515,29018,14218,1275,625,9004,19209,1730,12515,18817,16.5,高視聴率層,A,4
D211,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,613.5,4684065,139709,27104,23232,8286,881,11280,9851,15824,1111,1824,40313,15.3,高視聴率層,A,1
D212,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,613.5,4896473,195192,29830,32883,17876,742,4600,7178,43105,4332,9701,44940,10.4,中・低視聴率層,A,3
D213,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,613.5,5124219,262574,44213,61622,14814,2008,478,34989,37651,406,875,65512,14.9,高視聴率層,B,5
D214,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,613.5,5325210,130844,38882,6436,22135,2783,3897,9500,11178,3243,19640,13146,18.1,高視聴率層,A,2
D215,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,648.3375,6799920,357435,53704,16206,16270,1843,13279,143935,7595,99,27054,77446,16.2,高視聴率層,A,3
D216,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,648.3375,5033423,218757,55462,32045,15418,20576,11208,2442,2762,0,23768,55073,1.4,中・低視聴率層,A,2
D217,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,648.3375,5397852,259626,53496,36866,19121,46018,13376,16832,17570,92,8936,47314,14.1,高視聴率層,A,3
D218,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,7_55〜59歳,1_65歳未満,648.3375,6152955,280348,47112,41196,16425,8040,29794,20448,18639,79,7572,91039,5,中・低視聴率層,B,4
D219,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,648.3375,5401189,193592,43150,63730,7910,2358,2874,5746,3923,0,4556,59340,15.3,高視聴率層,A,1
D220,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,648.3375,5835313,146252,22850,14945,9501,6765,6287,512,3516,3,13959,67908,15.2,高視聴率層,B,5
D221,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,648.3375,6963883,205426,18968,96541,9441,1413,2762,1389,33408,35,13245,28219,17.2,高視聴率層,A,1
D222,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,648.3375,5607832,198889,39180,15461,10690,2874,1632,17394,9288,9,27200,75157,8.7,中・低視聴率層,A,3
D223,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,7_55〜59歳,1_65歳未満,648.3375,5699877,242987,48181,12179,10602,8780,2913,9551,41374,3,8125,101275,2.3,中・低視聴率層,A,2
D224,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,648.3375,5347182,191081,49189,28108,23794,1593,1328,2093,15367,35,17057,52512,19.3,高視聴率層,B,3
D225,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,648.3375,5731634,204229,45068,14286,13668,3793,4094,10606,48733,1,11361,52614,15.3,高視聴率層,B,5
D226,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,510.0508475,4401895,152328,30813,19025,20350,4645,13560,5448,16300,0,7082,35102,17.3,高視聴率層,B,3
D227,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,510.0508475,3953253,272769,62915,67835,8538,6358,2636,150,19826,0,14921,89587,10.2,中・低視聴率層,B,4
D228,2_2人,1_1人以下,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,510.0508475,4070478,196766,44135,22464,9671,1018,412,11541,28705,0,30628,48187,16.3,高視聴率層,A,3
