ID,従事産業,職業,企業規模,年齢階級(10歳階級）,集計用乗率,年間収入,消費支出額,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出
E460,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10337000,516609,107891,1543,12101,4201,5298,5202,67550,83916,113917,114990
E461,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10112000,339895,35534,790,21830,6461,35061,6249,25784,44348,76570,87268
E462,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10617000,445482,135374,4753,12413,6478,5324,36408,23880,79484,98511,42857
E463,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10421000,485220,92488,3046,19353,15134,86539,3149,24227,33864,121988,85432
E464,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10400000,456662,134315,12311,22085,3276,46977,4723,24494,22660,114222,71599
E465,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10425000,717457,67973,9214,12173,5126,66435,170952,13901,45432,117113,209138
E466,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,9865000,776642,72007,391,19181,2026,10777,13948,12230,17471,54596,574015
E467,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10632000,650645,104305,4172,12396,4118,21525,9884,29547,48123,94124,322451
E468,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10139000,605357,48590,4135,38983,14440,5344,3527,304367,15797,75836,94338
E469,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10177000,610225,146353,2461,14851,4868,26654,11961,36135,203258,109290,54394
E470,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10652000,473618,130767,6067,14774,11142,6907,3540,117568,16970,125345,40538
E471,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,11066000,431465,62502,2173,25526,6127,19987,3465,81879,45474,144125,40207
E472,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10066000,926769,77741,881,16683,5865,158446,4421,46533,19998,115420,480781
E473,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10381000,427418,121544,2600,34612,31838,14816,5140,63664,3080,110287,39837
E474,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10742000,447096,134480,2541,13847,6042,9975,4819,29756,27811,138828,78997
E475,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10518000,513820,62976,1483,31882,8336,8077,8978,15120,24835,101815,250318
E476,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10598000,453369,48872,1456,14526,25851,7115,7054,151998,22626,95038,78833
E477,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10350000,476591,51054,10491,18836,3481,9700,941,185373,48074,100320,48321
E478,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10307000,687716,108494,60901,18498,6219,8402,15558,16733,342084,102745,8082
E479,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,9954000,493724,70272,1165,24372,33425,20376,6432,35941,11339,70428,219974
E480,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10327000,889038,79457,4443,16808,1060,4868,2366,172182,488744,95969,23141
E481,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10907000,489686,156443,3511,19379,69643,11563,25080,90089,2707,72320,38951
E482,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10107000,596131,46693,72022,18969,14563,26142,75151,15459,49711,141887,135534
E483,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,9930000,293262,81313,10174,13261,8169,7561,2133,15746,14959,94278,45668
E484,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10417000,963289,75527,676,21115,7463,18389,18429,62110,12589,93294,653697
E485,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10695000,420867,85854,919,7569,5062,1739,14179,23825,1372,98187,182161
E486,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10508000,394110,96185,180,24001,8279,10155,5582,85563,16366,95312,52487
E487,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10084000,295054,70528,2221,16297,27589,14743,2928,13790,37286,89687,19985
E488,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10523000,475230,45652,516,19106,11794,29003,2947,38784,10149,85405,231874
E489,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,9802000,360991,112463,11410,27587,8904,11550,11013,4746,17323,98132,57863
E490,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10553000,753654,95937,278,30989,2497,31603,9345,352457,26115,132726,71707
E491,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10031000,300718,74922,248,26989,7085,30077,6379,15074,11826,96281,31837
E492,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10451000,468647,85609,20264,24277,19095,19920,7430,100191,21167,137473,33221
E493,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10301000,351311,58394,18783,15492,6049,41640,10155,23800,14405,89373,73220
E494,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10672000,489818,94007,8641,17412,22349,8555,5561,26182,176290,106473,24348
E495,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10520000,466871,67323,2795,16581,5931,39376,59965,59375,5276,107916,102333
E496,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10441000,437556,70224,91161,12437,2968,13912,3331,45572,72896,88340,36715
E497,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10101000,364649,85475,7307,25861,9728,5230,4277,31792,24044,121081,49854
E498,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,11324000,495910,78232,651,18314,23959,23179,1850,19708,30133,175295,124589
E499,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10979000,1337187,109457,23319,24468,7700,29580,3221,44511,95842,113080,886009
E500,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10785000,630895,138686,50046,17730,1369,27701,12188,14612,101160,96966,170437
E501,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10043000,400568,126148,10239,17656,13985,3980,5237,42273,21971,133700,25379
E502,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10445000,352194,86976,37956,13440,10530,8912,35282,45289,9866,86611,17332
E503,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,9915000,304645,78474,634,16857,11344,10027,8183,6216,12816,102255,57839
E504,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10945000,572111,61366,3460,22983,5109,10299,6485,66485,183054,131564,81306
E505,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10498000,730956,48821,40502,15082,5290,21945,53263,277300,30809,122099,115845
E506,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10219000,421337,68902,9034,14089,9293,23714,5286,63851,10523,91769,124876
E507,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10160000,530149,132728,11692,12158,7821,6435,6381,44084,12088,98720,198042
E508,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10228000,652894,110752,79135,26394,2525,15312,6551,23464,92514,100069,196178
E509,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10193000,743624,86522,129923,9806,3766,22613,21200,218524,33663,127334,90273
E510,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10683000,684024,68703,273287,21828,19964,13519,2318,66641,32228,125242,60294
E511,2_第2次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,781.2892562,10123000,436313,53547,6359,24628,27591,12417,5781,30904,22105,93646,159335
E512,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8083000,397147,100582,1371,24204,3709,19626,18307,69428,17764,68905,73251
E513,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8381000,580282,66735,17247,11653,168617,6897,1946,168223,3814,58849,76301
E514,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8206000,382239,68397,13819,12727,4946,7223,3237,38669,146,32416,200659
E515,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8218000,242562,81914,712,13643,21456,5232,18884,34022,2248,29206,35245
E516,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8932000,618993,67352,437,10896,7053,2837,903,370841,3572,54628,100474
E517,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8822000,339949,54586,7392,26522,11503,17703,87539,10968,3233,65357,55146
E518,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8418000,241267,33273,11327,19474,10246,12848,17802,22106,1950,55340,56901
E519,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8629000,417711,58977,5874,24067,71624,9854,2683,12930,91112,68167,72423
E520,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8159000,946718,70765,9534,28259,2890,1622,3147,3577,46488,10816,769620
E521,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8511000,271040,81027,4591,34355,6473,16720,3173,7826,8143,49664,59068
E522,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8497000,384040,110795,4397,16505,45452,16709,4733,18035,32556,71386,63472
E523,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8769000,374433,69839,16788,19497,1484,15875,2391,135736,1980,55844,54999
E524,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8369000,280545,100349,75743,13968,7389,8519,18113,7818,10798,22585,15263
E525,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8321000,415413,65662,10773,22146,2600,5342,1711,40615,4310,49755,212499
E526,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8421000,441407,71919,66046,24577,4696,13162,13186,57246,581,65124,124870
E527,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8633000,391221,95865,1453,10740,12898,24779,6292,65433,18466,59489,95806
E528,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8935000,442500,109921,4883,18992,1433,7084,5025,26223,921,38877,229141
E529,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8174000,597134,62597,5950,21948,11266,4859,54153,290145,1699,30093,114424
E530,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8314000,447548,66925,14185,13418,1256,18994,28297,57790,2269,25929,218485
E531,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8252000,394834,50927,4426,17681,4470,3130,21776,9543,1934,65010,215937
E532,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8263000,338764,57832,1559,16739,5725,10423,3835,105467,54157,57569,25458
E533,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8781000,367271,84406,84268,22504,10504,8154,13632,41356,8468,41009,52970
E534,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8783000,380750,92266,24934,19118,720,17773,93918,5103,982,53906,72030
E535,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8455000,387857,71215,3424,12320,34750,10368,3339,43263,2066,63446,143666
E536,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8575000,614575,77886,134481,14165,10796,4834,8756,75370,1125,48950,238212
E537,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8717000,292305,63260,4907,17288,2367,14928,6412,20861,19022,69823,73437
E538,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8418000,630591,85615,532,20426,960,34833,1022,221946,8918,68345,187994
E539,2_第2次産業,2_職員,3_500人以上、官公庁,5_60歳以上,743.2991453,8401000,509392,98558,687,19929,116276,6772,6205,164963,829,35681,59492
E540,2_第2次産業,3_その他,3_500人以上、官公庁,3_40〜49歳,644.3890675,8050000,245894,101843,7549,21010,1307,7197,2683,32027,8316,30279,33683
E541,2_第2次産業,3_その他,3_500人以上、官公庁,3_40〜49歳,644.3890675,8181000,357056,97099,621,23034,1976,1483,1452,3445,119691,48464,59791
E542,2_第2次産業,3_その他,3_500人以上、官公庁,3_40〜49歳,644.3890675,8128000,300547,74862,929,17346,7223,17147,1542,50345,12699,64053,54401
E543,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8731000,384073,27649,145,16927,26041,5640,2301,62088,4794,61340,177148
E544,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8881000,342821,138979,575,23903,5737,6356,25269,13615,14867,50369,63151
E545,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8522000,421102,75687,4548,35870,17641,10193,3692,22957,19097,37438,193979
E546,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8897000,522123,74601,1422,12790,4671,19986,13603,19430,7530,89541,278549
E547,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8859000,348393,149118,1448,13420,18939,11284,10927,53886,14702,50511,24158
E548,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8873000,438233,117765,6710,17619,2013,9491,12776,25226,70816,69043,106774
E549,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8762000,763685,77723,9658,26985,10729,9427,1632,24080,18664,71677,513110
E550,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8816000,348464,80482,1496,34637,1082,8157,4511,22709,2435,44752,148203
E551,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9091000,406582,64228,685,11677,26441,6725,6872,33720,8320,72485,175429
E552,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9863000,354601,44809,94,18008,1945,7062,494,11079,94149,76193,100768
E553,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8965000,423041,44582,30627,10805,8655,40603,9154,90850,36630,75719,75416
E554,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9027000,308563,68233,1904,22436,2634,5034,1781,12752,39833,111253,42703
E555,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9027000,725107,126657,611,18765,3335,8352,2303,113311,132341,64062,255370
E556,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8942000,275290,85741,816,19236,5179,4670,4574,7384,16079,72027,59584
E557,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8561000,387219,44029,2966,32529,3629,6032,2895,31099,171043,40012,52985
E558,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9005000,433176,104605,829,32995,2579,20057,2616,44222,82229,51996,91048
E559,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8593000,395586,71837,16310,13127,4707,5335,8174,113482,3041,46064,113509
E560,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8780000,293220,65927,2610,26642,4370,6867,5034,51884,13251,61523,55112
E561,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9393000,433239,67383,18954,24513,45883,1655,8040,17532,12571,115407,121301
E562,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9236000,546635,70770,386,31495,2546,1572,12893,14061,276011,71961,64940
E563,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8851000,426941,56470,8331,19731,48675,6847,5544,66475,20187,75188,119493
E564,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8776000,278220,51280,1975,14848,9993,2871,7726,71380,12406,54121,51620
E565,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8945000,318423,88445,2060,17184,1786,13962,7655,99584,4120,43395,40232
E566,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9120000,323660,21517,7849,16139,1504,2159,35132,25464,9566,55388,148942
E567,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8625000,814428,45978,1602,18609,1599,5760,7650,59383,994,58422,614431
E568,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8824000,328180,63877,1544,29382,19363,8628,9961,32118,6363,74755,82189
E569,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9640000,768387,123161,1249,15870,6943,39390,3029,278577,7248,103247,189673
E570,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8861000,273585,41348,487,12262,2547,2756,5688,96097,11547,72779,28074
E571,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8994000,983539,74189,5802,20395,7393,3490,8880,9003,36378,54422,763587
E572,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8371000,319002,83920,3125,19201,729,6490,12937,30993,7125,46985,107497
E573,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8413000,286813,44725,27472,22553,1488,6151,2905,20370,12736,62096,86317
E574,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9767000,374439,102738,20371,28818,23077,38676,1999,59162,9742,71168,18688
E575,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8962000,549892,57656,10797,26105,3599,13185,8867,297308,9227,57518,65630
E576,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8968000,523229,73051,1889,24912,9404,9036,17723,35396,284277,29847,37694
E577,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8833000,392932,68416,17107,16662,3531,8615,9606,86742,24707,34235,123311
E578,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8844000,340669,109762,1654,16361,6018,5060,4285,44117,10261,92716,50435
E579,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8784000,353435,55466,3571,35244,2466,983,7534,15217,113760,44243,74951
E580,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8611000,276106,53270,2129,12242,43055,15194,5287,7385,8289,59782,69473
E581,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9110000,521235,66521,15614,16501,5529,1757,14824,281737,20312,62590,35850
E582,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8966000,300733,47501,4890,24915,23655,12182,820,61672,2170,54920,68008
E583,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8801000,336163,81214,3439,15186,4419,1180,50209,52251,960,65442,61863
E584,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8729000,290426,43542,305,15113,1868,38485,10509,15825,3969,56181,104629
E585,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8704000,287212,84406,381,16859,17245,18975,11193,27236,44325,44532,22060
E586,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8885000,476513,85027,6465,23264,48531,9455,1879,8044,151535,91567,50746
E587,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8906000,340586,29673,31060,19098,2661,6030,26347,14049,2456,74927,134285
E588,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8932000,373223,46477,1392,16684,1777,3536,9493,151997,5252,44291,92324
E589,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8691000,281054,61055,11695,19658,8952,6479,22502,70990,14630,32319,32774
E590,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8937000,284075,74458,521,19455,3060,1330,5585,17219,6648,76503,79296
E591,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8661000,364770,47281,2237,9236,9430,34097,49150,46185,28545,48913,89696
E592,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8781000,372766,105562,1879,32096,3743,13872,44759,51486,45942,59276,14151
E593,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8966000,436758,81996,8053,14996,14182,7242,2740,158889,15537,84708,48415
E594,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8907000,273973,56135,969,22084,55931,4246,5481,21818,5121,51302,50886
E595,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8945000,403009,33459,188,34740,154858,29028,4701,12015,43828,66721,23471
E596,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8674000,341674,56129,4602,15766,4383,21627,5275,54007,46973,64343,68569
E597,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9550000,370617,98418,2510,17329,935,45160,11114,6191,26742,77853,84365
E598,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9039000,322474,74537,19927,15512,29282,12264,2155,29387,3395,91723,44292
E599,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9216000,317736,56216,552,32112,2590,7347,6981,18970,10975,70489,111504
E600,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8944000,445502,132551,136,25806,5407,997,8773,135999,13493,53797,68543
E601,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9202000,484963,67288,597,19083,20953,13544,3552,31145,153896,73754,101151
E602,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8946000,741795,81766,9640,13304,6394,7202,10191,42751,55783,66560,448204
E603,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8741000,348520,77395,20256,26600,1548,14677,10196,50395,12848,62746,71859
E604,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8606000,299224,59051,218,28811,4608,4729,4670,82118,825,59205,54989
E605,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8862000,208458,43316,11406,9791,2888,2591,19242,37145,18017,44925,19137
E606,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8882000,1140957,65038,1432,11375,4067,13688,7644,24276,628229,64529,320679
E607,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8916000,364183,49326,31330,16690,19009,10365,5796,63776,852,67341,99698
E608,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9252000,405450,131164,859,32552,25853,19614,2657,6437,16903,103816,65595
E609,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8976000,303776,56498,3153,27021,2454,51209,6140,7292,13980,96163,39866
E610,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9256000,571113,85071,637,26465,5100,36415,5471,124410,208940,45012,33592
E611,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8761000,317203,44699,388,10494,4990,14975,11875,33407,21284,60299,114792
E612,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8844000,256432,89350,2347,20235,3982,3180,2473,27469,5480,92677,9239
E613,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8868000,430491,115791,11621,9621,2438,3774,15982,61508,55185,80426,74145
E614,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9245000,438893,90587,23079,15950,10268,5278,6200,38011,6410,70921,172189
E615,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9152000,400291,73741,5489,22896,1601,31472,11012,120204,1138,85614,47124
E616,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8796000,291450,39636,1260,33079,18158,11508,7925,10044,11109,103550,55181
E617,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8895000,463843,78976,10013,21391,908,1055,8857,107266,25452,70530,139395
E618,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9285000,373550,93469,3945,9846,1433,8855,804,17627,16465,66022,155084
E619,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8811000,396735,79521,1079,29749,2149,3138,531,24859,3215,60256,192238
E620,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8851000,338934,86466,407,34809,6443,20738,6343,22196,10952,87291,63289
E621,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9264000,281649,54744,1913,11780,8599,1186,2836,80255,9611,95788,14937
E622,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8641000,324772,54818,1725,13014,7925,2751,2695,45879,18923,91085,85957
E623,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9278000,449555,97010,750,14709,8502,4325,9590,25338,158401,97224,33706
E624,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8820000,396751,44979,1756,29385,19974,7679,5622,198267,3739,30527,54823
E625,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8747000,246787,85679,651,12793,1335,2432,5080,48121,15931,22730,52035
E626,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9230000,211321,33123,76,21898,11156,8494,5725,26372,5406,63866,35205
E627,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8356000,340231,53233,3110,23031,1713,6974,2808,120306,22223,73326,33507
E628,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8785000,411591,54625,2522,19266,7866,8077,7785,121313,2443,57397,130297
E629,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8908000,325159,49725,461,14908,4538,14690,18948,29953,83896,73177,34863
E630,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8890000,346171,81545,127145,22510,535,5528,9606,17222,12466,54975,14639
E631,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8973000,420565,69879,14727,30946,20320,4319,6638,24202,46359,62561,140614
E632,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,9035000,260062,67045,2827,11646,43499,16904,1307,19974,4400,43205,49255
E633,2_第2次産業,3_その他,3_500人以上、官公庁,4_50〜59歳,662.7857143,8750000,311190,56661,8736,35634,2291,2380,18723,36626,19197,63701,67241
