ID,世帯人員,就業人員,居住地域,住居の所有関係,就業・非就業の別,企業規模,未既婚,子ども有無,年齢階級（5歳階級）,年齢階級（65歳未満か否か）,集計用乗率,年間収入,消費支出額（合計）,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出,１ヶ月平均CM視聴率,CM視聴率の高低
C3165,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9233985,709057,46657,3137,11198,1200,9771,7292,67903,295507,11676,254711,4.7,中・低視聴率層
C3166,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8497849,225523,90977,3735,23981,6139,16373,4444,18353,6478,27398,27639,16.5,高視聴率層
C3167,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9644823,313967,88774,6830,26372,7252,18701,11521,39836,12063,25679,76934,4.2,中・低視聴率層
C3168,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9282374,364631,93423,1066,26516,1408,32602,9457,93473,53444,12606,40631,2.4,中・低視聴率層
C3169,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9406937,209581,87120,6014,30030,1123,5015,8177,13251,17915,24262,16671,3.4,中・低視聴率層
C3170,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9258467,214459,100908,387,26344,23374,3725,5123,8881,17439,7203,21070,12,中・低視聴率層
C3171,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8619257,474544,110455,2961,26005,5649,61675,6662,57424,2317,49063,152328,15.9,高視聴率層
C3172,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8710100,284443,44360,33422,15771,1457,11961,7454,9653,56125,69121,35115,6.1,中・低視聴率層
C3173,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9078321,270958,91899,616,21952,4976,7092,2955,24982,1942,12748,101792,15.4,高視聴率層
C3174,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9615361,341906,51631,3602,15028,25658,4340,3398,21054,104204,28518,84467,9.9,中・低視聴率層
C3175,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9454136,406008,88607,64,21916,30630,58092,6957,41974,2728,52303,102733,16.3,高視聴率層
C3176,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9476127,272658,97157,5177,36627,14971,14268,16633,27218,20365,6652,33584,10.1,中・低視聴率層
C3177,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9026424,292858,84996,1708,10671,6664,65215,2012,20107,18103,11845,71533,12.9,中・低視聴率層
C3178,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8865705,2523213,84156,1806,26296,6610,16678,1107,71309,2142757,10364,162127,12.6,中・低視聴率層
C3179,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9355926,478330,105765,41845,22711,2316,10996,17418,204651,27043,24770,20811,7.5,中・低視聴率層
C3180,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8768717,483715,132332,408,29102,3358,8677,19735,13310,6432,170263,100094,8.4,中・低視聴率層
C3181,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8510568,561380,81756,5855,31618,20875,92424,15173,126059,82828,46739,58047,13.9,中・低視聴率層
C3182,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8992172,752379,92132,2712,33930,2382,7215,3504,41167,48130,30538,490664,7.6,中・低視聴率層
C3183,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8957448,193740,69222,537,20932,10314,14614,14032,15439,5321,31970,11355,7.6,中・低視聴率層
C3184,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8620488,402754,125401,3707,41660,1280,4778,3393,151124,27422,3245,40740,4.8,中・低視聴率層
C3185,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9152299,283667,91268,286,26960,2278,2371,6515,23549,69551,39038,21847,4.1,中・低視聴率層
C3186,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,10086514,269743,92564,1256,36411,4070,6630,12484,30712,22274,15210,48127,4.8,中・低視聴率層
C3187,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9056599,497074,97359,2615,42167,19628,17044,11962,125340,19940,30364,130651,16.4,高視聴率層
C3188,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8605074,892621,112463,111885,20871,588,11389,5247,550157,13469,25423,41124,9.6,中・低視聴率層
C3189,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9067283,201791,46248,2615,14424,1069,5034,2395,7174,9564,33653,79611,8.5,中・低視聴率層
C3190,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8891785,503619,87407,123,21962,2793,11675,9843,87101,78469,15999,188241,12.7,中・低視聴率層
C3191,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8279685,698598,85323,237,34152,5001,17181,56879,2636,87531,56938,352714,11.1,中・低視聴率層
C3192,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8929930,524949,72563,512,23794,3004,3732,8215,264761,85853,24758,37752,11.6,中・低視聴率層
C3193,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9373861,466633,62096,1285,20110,2349,2407,9776,29047,42867,12946,283747,8.5,中・低視聴率層
C3194,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9251824,302040,94840,2347,26389,3315,5585,5455,92823,9445,6410,55426,10.1,中・低視聴率層
C3195,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9631190,384195,160596,2121,23584,1298,6266,5112,12410,1383,8867,162554,12.2,中・低視聴率層
C3196,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9379343,425764,107056,4788,33976,4778,22909,6995,54769,4668,10451,175368,7.7,中・低視聴率層
C3197,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9348023,347247,119617,17705,25230,1142,11516,9912,89455,23168,34393,15103,18.1,高視聴率層
C3198,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8717236,322174,88359,4064,23450,3571,14501,2023,136943,2192,15323,31744,5,中・低視聴率層
C3199,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9726438,478861,66628,662,14424,6291,41384,4626,17188,17719,37577,272356,11.9,中・低視聴率層
C3200,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8574554,279110,82905,218,22710,7347,5172,6819,6341,75600,46351,25641,1,中・低視聴率層
C3201,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9774417,288282,87182,3162,33598,25957,2891,4344,49105,48638,9809,23591,12.8,中・低視聴率層
C3202,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8910537,426716,136925,2010,46685,1474,6776,5426,48673,1555,12121,165067,10.3,中・低視聴率層
C3203,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,10183772,373790,42358,6601,15625,5929,15487,49286,8939,149280,52538,27743,6,中・低視聴率層
C3204,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9359929,364309,121036,508,19363,487,2212,6728,104045,24905,34741,50280,12.5,中・低視聴率層
C3205,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8995004,312938,105399,14340,25262,6118,2645,24732,42967,30716,11850,48904,3.1,中・低視聴率層
C3206,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8913965,838930,106978,1489,18865,1092,7567,4610,118085,369893,15684,194662,7.1,中・低視聴率層
C3207,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9334298,308374,82611,1097,25461,2128,8080,3422,51107,10647,87625,36191,7.1,中・低視聴率層
C3208,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9147232,247903,90794,5219,31643,475,11086,3504,31515,4468,35893,33302,15.3,高視聴率層
C3209,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8729846,233627,86151,1313,22090,5492,8823,8618,17526,5076,16644,61891,7.2,中・低視聴率層
C3210,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9318882,514942,94873,2932,22687,4758,4705,2009,9211,22506,55452,295804,14.4,高視聴率層
C3211,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9154347,435786,95327,161933,28297,1224,5300,13375,35967,2137,38703,53518,12.5,中・低視聴率層
C3212,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9733925,222481,90884,776,22424,3161,936,7364,28116,32533,7560,28722,19.6,高視聴率層
C3213,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9055380,306726,79434,5130,21256,3507,6723,3763,30346,11679,17578,127304,1,中・低視聴率層
C3214,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9315746,491002,86872,1525,25635,3623,10841,87655,11527,69999,34870,158451,17.6,高視聴率層
C3215,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9125789,279396,140366,1961,24423,1347,3706,4733,20968,4474,21028,56385,5.1,中・低視聴率層
C3216,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9687097,259957,140766,28,33022,4949,4633,6296,11005,4163,16121,38969,8.4,中・低視聴率層
C3217,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9026514,564117,121331,5422,32359,22793,54910,37335,168210,7336,73829,40587,15.3,高視聴率層
C3218,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9172023,293894,80809,3011,28241,1977,6197,4121,21935,17788,61853,67958,10.6,中・低視聴率層
C3219,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9645671,501845,157475,209,27566,14429,24487,3405,211155,16265,21170,25679,8.5,中・低視聴率層
C3220,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8502356,296457,104426,253,18325,2749,3212,1717,88653,2226,28577,46314,9.3,中・低視聴率層
C3221,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9835487,306396,64378,989,13780,8884,957,35087,53007,26206,6463,96641,9,中・低視聴率層
C3222,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8362389,244739,65509,627,35408,874,10237,2505,46904,13494,17652,51524,17.6,高視聴率層
C3223,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9329355,1050275,89117,1325,22018,2842,26304,7778,23494,3306,57836,816250,15.4,高視聴率層
C3224,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8645809,386831,83515,1159,22447,15698,1523,5596,29126,55198,42348,130217,9.9,中・低視聴率層
C3225,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9188711,248764,54614,70,13136,16633,2421,2653,96054,14307,6117,42754,18.5,高視聴率層
C3226,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9079222,521738,80376,1838,27860,1198,19608,1875,115197,3798,26498,243485,12.4,中・低視聴率層
C3227,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8486980,341521,111759,459,30445,48299,6325,2348,25528,12740,6485,97128,10.1,中・低視聴率層
C3228,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9102557,492075,86707,510,36152,1315,11303,3153,11450,6367,31469,303644,8.2,中・低視聴率層
C3229,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9123576,363192,77065,52,22393,11332,34945,987,16342,8669,24348,167053,10,中・低視聴率層
C3230,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9535333,625054,106757,141,22357,9337,9055,2994,65220,399543,5037,4609,13.4,中・低視聴率層
C3231,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,10131446,561577,123683,35721,33018,2416,8597,208604,7620,16072,46223,79617,15.7,高視聴率層
C3232,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9325736,408440,97705,458,31902,59892,18598,39633,60232,4252,33191,62573,8.1,中・低視聴率層
C3233,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8988362,266441,63453,21968,33063,4095,29355,11193,21379,5113,21511,55304,6.2,中・低視聴率層
C3234,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9250125,596116,83195,11390,29440,841,20786,11556,35209,83903,52004,267789,0.4,中・低視聴率層
C3235,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8745603,290558,98399,51,19880,3488,14456,10841,27365,5440,5776,104857,10.8,中・低視聴率層
C3236,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8745532,230597,78195,73,22153,3897,2456,24868,77655,3839,6874,10583,7.5,中・低視聴率層
C3237,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9336982,398954,68314,108,16409,11627,17259,13714,156321,2997,11847,100353,15.3,高視聴率層
C3238,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9096349,713669,106410,148,29591,29055,22196,1378,117515,38720,10135,358517,7.9,中・低視聴率層
C3239,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8618547,347202,97592,1423,25244,9568,29479,5007,21088,9865,39729,108203,17.9,高視聴率層
C3240,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9958558,440432,124745,692,24649,4187,3717,8111,39989,12331,25633,196374,10.9,中・低視聴率層
C3241,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9643703,664214,164124,155,19584,2173,7348,2341,9175,244664,14406,200240,6.3,中・低視聴率層
C3242,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8670674,278026,29966,250,14395,10527,21318,43560,41956,2272,32780,80996,8.8,中・低視聴率層
C3243,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9167145,601564,81559,1192,21324,16418,1561,8196,63260,11336,43831,352883,15,高視聴率層
C3244,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8559123,296545,73261,5331,23981,13081,14309,916,91871,10190,16319,47282,5.3,中・低視聴率層
C3245,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9035705,352058,133777,585,41000,8861,19848,3379,9184,25632,37744,72044,9.4,中・低視聴率層
C3246,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8945964,547278,89082,15,24946,13035,11129,8035,20892,29006,17092,334041,7,中・低視聴率層
C3247,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8848856,522772,77397,166,24843,8273,1604,7986,303046,23348,16197,59908,14.4,高視聴率層
C3248,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9831283,237815,83372,729,23619,2053,8600,1617,9459,6051,88521,13790,5.7,中・低視聴率層
C3249,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9483068,681130,101386,399,28849,9812,3159,4724,416182,35194,40319,41102,14.7,高視聴率層
C3250,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9537353,421446,70151,898,19429,5222,3640,14156,222653,1788,66516,16988,7.4,中・低視聴率層
C3251,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9073861,236012,89661,13289,22861,2544,41339,10991,17820,4921,5072,27510,13,中・低視聴率層
C3252,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9026276,232663,77288,6176,26317,3327,2946,6770,36484,18452,5619,49280,15,高視聴率層
C3253,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9434028,264434,85445,83,25359,2607,13727,12637,19865,34277,14482,55947,11.3,中・低視聴率層
C3254,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9580273,444185,110653,3199,42434,5716,3587,7202,31433,24007,39647,176302,11.5,中・低視聴率層
C3255,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9633868,289613,99803,1351,27857,6794,4787,2707,4464,111010,14396,16441,13.3,中・低視聴率層
C3256,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8587425,253295,86621,208,31367,2923,3694,9803,28868,26549,10835,52421,12.5,中・低視聴率層
C3257,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8719731,331434,88131,39,24095,3481,7960,4838,32002,17647,71062,82173,11,中・低視聴率層
C3258,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9421016,404025,75372,277,22060,1676,50044,13359,14612,188408,13491,24721,8.2,中・低視聴率層
C3259,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8295971,293871,96566,1099,36866,9699,4432,4171,11616,1370,36040,92007,17.9,高視聴率層
C3260,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8521912,419101,78858,9318,22930,4939,6141,7911,67010,4504,31770,185715,14.8,高視聴率層
C3261,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9013633,180777,87104,747,21258,4103,3222,6767,11413,4159,14396,27604,5.5,中・低視聴率層
C3262,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9520580,512573,114467,6513,38179,501,6465,2721,251190,1013,17428,74090,15.4,高視聴率層
C3263,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8929903,374255,140600,1440,33318,3478,15678,5096,16637,36720,67849,53435,5.9,中・低視聴率層
C3264,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9029100,530405,34992,156,15360,4964,39967,14711,209620,71050,5315,134267,11.2,中・低視聴率層
C3265,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,8588948,416989,82249,1897,19326,6314,8938,27936,110324,14987,63147,81864,11.8,中・低視聴率層
C3266,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9221152,295488,68522,6294,24665,5628,8198,5347,22703,42737,40429,70960,14,高視聴率層
C3267,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8264402,514658,96107,19965,23843,34949,58040,12061,80273,89088,46593,53735,5.9,中・低視聴率層
C3268,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9530637,323792,109448,2952,27294,7478,3967,10334,39780,37465,23569,61500,4.7,中・低視聴率層
C3269,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9245133,580640,99941,220,21029,1830,3642,18299,9319,169372,13207,243778,11.5,中・低視聴率層
C3270,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9043878,455790,85265,745,23286,5429,17302,4649,26288,4397,63009,225415,15.9,高視聴率層
C3271,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9053570,264144,60816,7213,23693,30759,9618,1648,88466,5353,12771,23802,2.7,中・低視聴率層
C3272,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9301645,343624,80462,3825,28816,25172,4469,5250,95133,5957,15669,78867,6.3,中・低視聴率層
C3273,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,大企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8911080,575056,60652,215,26404,5001,3425,2143,49629,53937,163774,209872,15.2,高視聴率層
C3274,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9375930,620894,81876,1083,19870,18799,1357,9201,68137,55954,58092,306521,1.5,中・低視聴率層
C3275,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,既婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,8587661,558458,87451,1479,25221,1531,15778,9664,160330,1871,76635,178494,9,中・低視聴率層
C3276,3_3人以上,2_2人以上,非都市圏,1_持ち家,1_就業,中小企業,未婚,子ども無,6_50〜54歳,1_65歳未満,555.2371834,9324072,298819,98688,363,31918,7207,17522,12030,8251,2847,39958,80030,6.9,中・低視聴率層
C3277,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,555.2371834,9178523,284927,89043,8305,24834,10543,4021,2915,34657,20270,33858,56477,9.9,中・低視聴率層
C3278,3_3人以上,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども無,7_55〜59歳,1_65歳未満,549.8749289,9280593,351199,122599,623,28244,62722,13160,5163,5762,14162,13131,85628,8.3,中・低視聴率層
